day,locker_id,S_end,overflow,cleared_actual,clear_capacity,capacity
1,PL056,0.0,43.0,0.0,6000000.0,60000000.0
2,PL056,0.0,34.0,0.0,6000000.0,60000000.0
3,PL056,0.0,37.0,0.0,6000000.0,60000000.0
4,PL056,0.0,44.0,0.0,6000000.0,60000000.0
5,PL056,0.0,33.0,0.0,6000000.0,60000000.0
6,PL056,0.0,29.0,0.0,6000000.0,60000000.0
7,PL056,0.0,43.0,0.0,6000000.0,60000000.0
1,PL057,0.0,46.0,0.0,6000000.0,60000000.0
2,PL057,0.0,54.0,0.0,6000000.0,60000000.0
3,PL057,0.0,31.0,0.0,6000000.0,60000000.0
4,PL057,0.0,37.0,0.0,6000000.0,60000000.0
5,PL057,0.0,34.0,0.0,6000000.0,60000000.0
6,PL057,0.0,51.0,0.0,6000000.0,60000000.0
7,PL057,34.0,0.0,0.0,6000000.0,60000000.0
1,PL058,0.0,46.0,0.0,6000000.0,60000000.0
2,PL058,0.0,48.0,0.0,6000000.0,60000000.0
3,PL058,0.0,40.0,0.0,6000000.0,60000000.0
4,PL058,0.0,36.0,0.0,6000000.0,60000000.0
5,PL058,0.0,37.0,0.0,6000000.0,60000000.0
6,PL058,0.0,47.0,0.0,6000000.0,60000000.0
7,PL058,0.0,33.0,0.0,6000000.0,60000000.0
1,PL059,0.0,44.0,0.0,6000000.0,60000000.0
2,PL059,0.0,45.0,0.0,6000000.0,60000000.0
3,PL059,0.0,39.0,0.0,6000000.0,60000000.0
4,PL059,0.0,35.0,0.0,6000000.0,60000000.0
5,PL059,0.0,40.0,0.0,6000000.0,60000000.0
6,PL059,0.0,48.0,0.0,6000000.0,60000000.0
7,PL059,0.0,42.0,0.0,6000000.0,60000000.0
1,PL060,0.0,41.0,0.0,6000000.0,60000000.0
2,PL060,0.0,30.0,0.0,6000000.0,60000000.0
3,PL060,0.0,48.0,0.0,6000000.0,60000000.0
4,PL060,0.0,31.0,0.0,6000000.0,60000000.0
5,PL060,0.0,44.0,0.0,6000000.0,60000000.0
6,PL060,0.0,39.0,0.0,6000000.0,60000000.0
7,PL060,38.0,0.0,0.0,6000000.0,60000000.0
1,PL061,0.0,45.0,0.0,6000000.0,60000000.0
2,PL061,0.0,41.0,0.0,6000000.0,60000000.0
3,PL061,0.0,43.0,0.0,6000000.0,60000000.0
4,PL061,0.0,39.0,0.0,6000000.0,60000000.0
5,PL061,0.0,39.0,0.0,6000000.0,60000000.0
6,PL061,0.0,50.0,0.0,6000000.0,60000000.0
7,PL061,0.0,41.0,0.0,6000000.0,60000000.0
1,PL062,0.0,38.0,0.0,6000000.0,60000000.0
2,PL062,0.0,50.0,0.0,6000000.0,60000000.0
3,PL062,0.0,54.0,0.0,6000000.0,60000000.0
4,PL062,0.0,51.0,0.0,6000000.0,60000000.0
5,PL062,0.0,33.0,0.0,6000000.0,60000000.0
6,PL062,0.0,45.0,0.0,6000000.0,60000000.0
7,PL062,28.0,0.0,0.0,6000000.0,60000000.0
1,PL063,0.0,37.0,0.0,6000000.0,60000000.0
2,PL063,0.0,42.0,0.0,6000000.0,60000000.0
3,PL063,0.0,42.0,0.0,6000000.0,60000000.0
4,PL063,0.0,42.0,0.0,6000000.0,60000000.0
5,PL063,0.0,34.0,0.0,6000000.0,60000000.0
6,PL063,0.0,42.0,0.0,6000000.0,60000000.0
7,PL063,41.0,0.0,0.0,6000000.0,60000000.0
